SO 0000200,9975,9975,INLOT-00002202
SO 0000201,4950,4950,INLOT-00002203
SO 0000202,17500,17500,INLOT-00002204
SO 0000202,135,135,INLOT-00108012
SO 0000202,150,150,INLOT-00108013
SO 0000202,150,150,INLOT-00108014
SO 0000202,12,12,INLOT-00108015
SO 0000202,180,180,INLOT-00108016
SO 0000202,1450,1450,INLOT-00108017
SO 0000202,450,900,INLOT-00108018
SO 0000202,200,200,INLOT-00108019
SO 0000202,900,900,INLOT-00108020
SO 0000202,500,500,INLOT-00108041
SO 0000202,200,400,INLOT-00108042
SO 0000202,175,175,INLOT-00108043
SO 0000202,1700,1700,INLOT-00108044
SO 0000202,2950,2950,INLOT-00108045
SO 0000202,1250,1250,INLOT-00108046
SO 0000202,199,398,INLOT-00108047
SO 0000202,125,125,INLOT-00117584
SO 0000202,9,9,INLOT-00117585
SO 0000202,45,45,INLOT-00117586
SO 0000202,50,50,INLOT-00117587
SO 0000202,9975,9975,INLOT-00117588
SO 0000202,180,-180,INLOT-00136976
SO 0000204,17500,17500,INLOT-00002206
SO 0000205,17500,17500,INLOT-00002207
SO 0000205,1700,1700,INLOT-00105240
SO 0000205,1450,1450,INLOT-00105541
SO 0000205,500,500,INLOT-00111717
SO 0000205,45,45,INLOT-00111718
SO 0000205,250,500,INLOT-00111719
SO 0000206,17500,17500,INLOT-00002208
SO 0000207,17500,17500,INLOT-00002209
SO 0000208,17500,17500,INLOT-00002210
SO 0000210,17500,17500,INLOT-00002212
SO 0000210,2950,2950,INLOT-00020403
SO 0000210,500,500,INLOT-00020407
SO 0000210,1250,1250,INLOT-00020428
SO 0000211,6500,6500,INLOT-00017044
SO 0000212,17500,17500,INLOT-00002214
SO 0000213,9975,9975,INLOT-00002215
SO 0000214,4950,4950,INLOT-00002216
SO 0000215,17500,17500,INLOT-00002217
SO 0000216,17500,17500,INLOT-00002218
SO 0000216,1700,1700,INLOT-00125033
SO 0000216,200,200,INLOT-00125034
SO 0000216,900,900,INLOT-00125035
SO 0000216,750,750,INLOT-00125036
SO 0000216,600,600,INLOT-00137199
SO 0000217,17500,17500,INLOT-00002220
SO 0000218,6500,6500,INLOT-00061892
SO 0000219,17500,17500,INLOT-00002222
SO 0000219,17500,17500,INLOT-00002223
SO 0000220,17500,17500,INLOT-00002224
SO 0000220,4950,4950,INLOT-00002225
SO 0000221,17500,17500,INLOT-00002226
SO 0000224,17500,17500,INLOT-00002229
SO 0000224,9975,9975,INLOT-00002230
SO 0000225,17500,17500,INLOT-00002231
SO 0000226,17500,17500,INLOT-00002232
SO 0000228,17500,17500,INLOT-00002234
SO 0000229,17500,17500,INLOT-00002235
SO 0000230,17500,17500,INLOT-00002236
SO 0000232,4950,4950,INLOT-00002238
SO 0000233,17500,17500,INLOT-00002239
SO 0000233,4950,4950,INLOT-00002241
SO 0000234,17500,17500,INLOT-00002242
SO 0000236,17500,17500,INLOT-00002244
SO 0000237,17500,17500,INLOT-00002245
SO 0000238,9975,9975,INLOT-00002246
SO 0000240,17500,17500,INLOT-00002249
SO 0000241,9975,9975,INLOT-00002250
SO 0000243,17500,17500,INLOT-00002252
SO 0000244,17500,17500,INLOT-00002253
SO 0000245,17500,17500,INLOT-00002254
SO 0000246,17500,17500,INLOT-00002255
SO 0000247,6500,6500,INLOT-00047903
SO 0000247,4950,4950,INLOT-00002258
SO 0000248,17500,17500,INLOT-00002259
SO 0000248,9975,9975,INLOT-00002260
SO 0000249,17500,17500,INLOT-00002261
SO 0000250,17500,17500,INLOT-00002262
SO 0000250,9975,9975,INLOT-00002263
SO 0000251,17500,17500,INLOT-00002264
SO 0000252,17500,17500,INLOT-00002265
SO 0000253,17500,17500,INLOT-00002266
SO 0000255,17500,17500,INLOT-00002268
SO 0000256,17500,17500,INLOT-00002269
SO 0000258,17500,17500,INLOT-00002271
SO 0000259,17500,17500,INLOT-00002272
SO 0000260,17500,17500,INLOT-00002273
SO 0000261,17500,17500,INLOT-00002274
SO 0000262,17500,17500,INLOT-00002275
SO 0000263,17500,17500,INLOT-00002276
SO 0000264,17500,17500,INLOT-00002277
SO 0000264,17500,17500,INLOT-00002278
SO 0000264,1250,2500,INLOT-00122336
SO 0000264,6500,6500,INLOT-00106097
SO 0000264,2950,2950,INLOT-00106099
SO 0000264,180,180,INLOT-00106100
SO 0000264,1700,3400,INLOT-00106221
SO 0000264,1450,2900,INLOT-00111539
SO 0000264,8500,8500,INLOT-00111540
SO 0000264,900,1800,INLOT-00111571
SO 0000264,500,1000,INLOT-00111572
SO 0000264,550,0,INLOT-00145271
SO 0000264,600,0,INLOT-00145272
SO 0000265,17500,17500,INLOT-00002282
SO 0000266,17500,17500,INLOT-00002283
SO 0000267,9975,9975,INLOT-00002284
SO 0000267,4950,4950,INLOT-00002285
SO 0000268,17500,17500,INLOT-00002286
SO 0000269,9975,9975,INLOT-00002287
SO 0000270,17500,17500,INLOT-00002288
SO 0000270,9975,9975,INLOT-00002289
SO 0000271,17500,17500,INLOT-00002290
SO 0000272,17500,17500,INLOT-00002291
SO 0000273,4950,4950,INLOT-00002292
SO 0000273,4950,4950,INLOT-00002293
SO 0000274,17500,17500,INLOT-00002294
SO 0000274,9975,9975,INLOT-00002295
SO 0000275,17500,17500,INLOT-00002296
SO 0000277,17500,17500,INLOT-00002298
SO 0000278,17500,17500,INLOT-00002299
SO 0000281,17500,17500,INLOT-00002302
SO 0000281,500,500,INLOT-00029083
SO 0000281,1250,1250,INLOT-00029084
SO 0000281,1450,1450,INLOT-00029086
SO 0000281,300,300,INLOT-00029088
SO 0000281,1700,1700,INLOT-00030991
SO 0000281,175,175,INLOT-00029090
SO 0000281,125,125,INLOT-00029091
SO 0000281,95,95,INLOT-00029092
SO 0000281,199,398,INLOT-00030992
SO 0000281,45,45,INLOT-00030993
SO 0000281,50,100,INLOT-00030994
SO 0000282,17500,17500,INLOT-00002303
SO 0000283,17500,17500,INLOT-00002304
SO 0000284,17500,17500,INLOT-00002305
SO 0000286,17500,17500,INLOT-00002307
SO 0000287,17500,17500,INLOT-00002308
SO 0000288,17500,17500,INLOT-00002309
SO 0000289,17500,17500,INLOT-00002310
SO 0000291,17500,17500,INLOT-00002312
SO 0000291,9975,9975,INLOT-00002313
SO 0000291,4950,4950,INLOT-00002314
SO 0000292,17500,17500,INLOT-00002315
SO 0000293,17500,17500,INLOT-00002318
SO 0000293,17500,17500,INLOT-00002319
SO 0000293,17500,17500,INLOT-00002320
SO 0000293,4950,4950,INLOT-00002321
SO 0000294,17500,17500,INLOT-00002322
SO 0000294,17500,17500,INLOT-00002323
SO 0000295,17500,17500,INLOT-00002324
SO 0000297,17500,17500,INLOT-00002326
SO 0000298,4950,4950,INLOT-00002328
SO 0000299,17500,17500,INLOT-00002329
SO 0000300,17500,17500,INLOT-00002331
SO 0000301,17500,17500,INLOT-00002332
SO 0000304,17500,17500,INLOT-00002337
SO 0000305,17500,17500,INLOT-00002338
SO 0000306,17500,17500,INLOT-00002339
SO 0000308,17500,17500,INLOT-00002341
SO 0000309,17500,17500,INLOT-00002344
SO 0000310,2950,2950,INLOT-00075839
SO 0000310,1700,1700,INLOT-00075840
SO 0000310,900,2700,INLOT-00075912
SO 0000310,199,597,INLOT-00075913
SO 0000310,500,500,INLOT-00075914
SO 0000310,6500,6500,INLOT-00075915
SO 0000310,1450,1450,INLOT-00075916
SO 0000310,135,135,INLOT-00075917
SO 0000310,1250,1250,INLOT-00089448
SO 0000310,175,175,INLOT-00075941
SO 0000310,250,250,INLOT-00075942
SO 0000310,125,375,INLOT-00075943
SO 0000310,200,800,INLOT-00075944
SO 0000310,900,900,INLOT-00075945
SO 0000310,100,100,INLOT-00075946
SO 0000310,45,45,INLOT-00075947
SO 0000310,9,27,INLOT-00075948
SO 0000310,12,12,INLOT-00075950
SO 0000310,20,20,INLOT-00075963
SO 0000310,50,50,INLOT-00075962
SO 0000310,20,20,INLOT-00082351
SO 0000310,20,20,INLOT-00082352
SO 0000310,450,450,INLOT-00082353
SO 0000310,35,70,INLOT-00082354
SO 0000310,175,175,INLOT-00161479
SO 0000310,50,50,INLOT-00161480
SO 0000312,17500,17500,INLOT-00002347
SO 0000313,17500,17500,INLOT-00002348
SO 0000314,17500,17500,INLOT-00002349
SO 0000315,17500,17500,INLOT-00002350
SO 0000315,17500,17500,INLOT-00002351
SO 0000316,17500,17500,INLOT-00002352
SO 0000316,17500,17500,INLOT-00002353
SO 0000317,9975,9975,INLOT-00002354
SO 0000317,9975,9975,INLOT-00002355
SO 0000318,17500,17500,INLOT-00002356
SO 0000319,17500,17500,INLOT-00002357
SO 0000320,9975,9975,INLOT-00002361
SO 0000320,4950,4950,INLOT-00002362
SO 0000321,17500,17500,INLOT-00002363
SO 0000321,500,500,INLOT-00157569
SO 0000322,17500,17500,INLOT-00002364
SO 0000323,17500,17500,INLOT-00002366
SO 0000323,9975,9975,INLOT-00002367
SO 0000323,4950,4950,INLOT-00002368
SO 0000324,17500,17500,INLOT-00002369
SO 0000324,9975,0,INLOT-00002370
SO 0000324,4950,0,INLOT-00002371
SO 0000325,17500,17500,INLOT-00002372
SO 0000326,17500,17500,INLOT-00002373
SO 0000327,17500,17500,INLOT-00002374
SO 0000328,17500,17500,INLOT-00002375
SO 0000329,6500,6500,INLOT-00062886
SO 0000330,17500,17500,INLOT-00002377
SO 0000331,17500,17500,INLOT-00002378
SO 0000332,9975,9975,INLOT-00002379
SO 0000333,17500,17500,INLOT-00002380
SO 0000333,500,500,INLOT-00036563
SO 0000334,17500,17500,INLOT-00002381
SO 0000334,500,500,INLOT-00036564
SO 0000335,17500,17500,INLOT-00132098
SO 0000335,6500,6500,INLOT-00152387
SO 0000335,1700,1700,INLOT-00132100
SO 0000335,600,0,INLOT-00162302
SO 0000335,550,0,INLOT-00162303
SO 0000335,2950,2950,INLOT-00132151
SO 0000335,900,900,INLOT-00132152
SO 0000335,200,200,INLOT-00132153
SO 0000335,500,500,INLOT-00132154
SO 0000335,1250,1250,INLOT-00156278
SO 0000335,1450,1450,INLOT-00132156
SO 0000335,300,300,INLOT-00138363
SO 0000335,250,250,INLOT-00151116
SO 0000335,175,175,INLOT-00151117
SO 0000335,250,250,INLOT-00151118
SO 0000335,200,800,INLOT-00151119
SO 0000335,125,375,INLOT-00151120
SO 0000335,225,225,INLOT-00151281
SO 0000335,125,250,INLOT-00151283
SO 0000335,150,300,INLOT-00151282
SO 0000335,500,500,INLOT-00151284
SO 0000335,199,796,INLOT-00151285
SO 0000335,35,140,INLOT-00151286
SO 0000335,50,200,INLOT-00151287
SO 0000335,9,9,INLOT-00151288
SO 0000337,17500,17500,INLOT-00002384
SO 0000338,17500,17500,INLOT-00002385
SO 0000339,17500,17500,INLOT-00002386
SO 0000340,17500,17500,INLOT-00002387
SO 0000342,17500,17500,INLOT-00002390
SO 0000343,17500,17500,INLOT-00002391
SO 0000344,17500,17500,INLOT-00002392
SO 0000344,17500,17500,INLOT-00002393
SO 0000344,500,1000,INLOT-00106652
SO 0000344,1250,2500,INLOT-00121498
SO 0000344,1700,3400,INLOT-00106653
SO 0000344,2950,2950,INLOT-00106654
SO 0000344,500,500,INLOT-00106655
SO 0000344,9,9,INLOT-00106656
SO 0000344,95,95,INLOT-00106657
SO 0000344,900,900,INLOT-00106658
SO 0000344,200,200,INLOT-00106659
SO 0000344,199,398,INLOT-00106660
SO 0000344,175,175,INLOT-00106661
SO 0000344,200,400,INLOT-00106662
SO 0000344,250,250,INLOT-00106663
SO 0000344,125,125,INLOT-00106664
SO 0000344,40,80,INLOT-00106665
SO 0000344,550,0,INLOT-00145251
SO 0000344,600,0,INLOT-00145252
